date,AA
11/26/1990 0:00,4.51
11/27/1990 0:00,4.57
11/28/1990 0:00,4.56
11/29/1990 0:00,4.54
11/30/1990 0:00,4.57
12/3/1990 0:00,4.58
12/4/1990 0:00,4.58
12/5/1990 0:00,4.68
12/6/1990 0:00,4.69
12/7/1990 0:00,4.69
12/10/1990 0:00,4.79
12/11/1990 0:00,4.77
12/12/1990 0:00,4.87
12/13/1990 0:00,4.86
12/14/1990 0:00,4.81
12/17/1990 0:00,4.78
12/18/1990 0:00,4.81
12/19/1990 0:00,4.9
12/20/1990 0:00,4.88
12/21/1990 0:00,4.9
12/24/1990 0:00,4.86
12/26/1990 0:00,4.87
12/27/1990 0:00,4.8
12/28/1990 0:00,4.76
12/31/1990 0:00,4.8
1/2/1991 0:00,4.83
1/3/1991 0:00,4.8
1/4/1991 0:00,4.69
1/7/1991 0:00,4.66
1/8/1991 0:00,4.59
1/9/1991 0:00,4.51
1/10/1991 0:00,4.62
1/11/1991 0:00,4.63
1/14/1991 0:00,4.63
1/15/1991 0:00,4.65
1/16/1991 0:00,4.65
1/17/1991 0:00,4.87
1/18/1991 0:00,4.97
1/21/1991 0:00,5.01
1/22/1991 0:00,4.87
1/23/1991 0:00,4.97
1/24/1991 0:00,4.91
1/25/1991 0:00,4.93
1/28/1991 0:00,4.99
1/29/1991 0:00,5.15
1/30/1991 0:00,5.46
1/31/1991 0:00,5.41
2/1/1991 0:00,5.49
2/4/1991 0:00,5.6
2/5/1991 0:00,5.55
2/6/1991 0:00,5.51
2/7/1991 0:00,5.43
2/8/1991 0:00,5.49
2/11/1991 0:00,5.75
2/12/1991 0:00,5.61
2/13/1991 0:00,5.86
2/14/1991 0:00,5.68
2/15/1991 0:00,5.72
2/19/1991 0:00,5.68
2/20/1991 0:00,5.58
2/21/1991 0:00,5.5
2/22/1991 0:00,5.44
2/25/1991 0:00,5.34
2/26/1991 0:00,5.45
2/27/1991 0:00,5.38
2/28/1991 0:00,5.39
3/1/1991 0:00,5.53
3/4/1991 0:00,5.62
3/5/1991 0:00,5.7
3/6/1991 0:00,5.79
3/7/1991 0:00,5.7
3/8/1991 0:00,5.67
3/11/1991 0:00,5.64
3/12/1991 0:00,5.65
3/13/1991 0:00,5.8
3/14/1991 0:00,5.79
3/15/1991 0:00,5.71
3/18/1991 0:00,5.68
3/19/1991 0:00,5.57
3/20/1991 0:00,5.56
3/21/1991 0:00,5.47
3/22/1991 0:00,5.52
3/25/1991 0:00,5.54
3/26/1991 0:00,5.61
3/27/1991 0:00,5.59
3/28/1991 0:00,5.51
4/1/1991 0:00,5.42
4/2/1991 0:00,5.54
4/3/1991 0:00,5.51
4/4/1991 0:00,5.47
4/5/1991 0:00,5.45
4/8/1991 0:00,5.44
4/9/1991 0:00,5.4
4/10/1991 0:00,5.33
4/11/1991 0:00,5.3
4/12/1991 0:00,5.23
4/15/1991 0:00,5.5
4/16/1991 0:00,5.5
4/17/1991 0:00,5.72
4/18/1991 0:00,5.7
4/19/1991 0:00,5.66
4/22/1991 0:00,5.63
4/23/1991 0:00,5.73
4/24/1991 0:00,5.88
4/25/1991 0:00,5.73
4/26/1991 0:00,5.63
4/29/1991 0:00,5.68
4/30/1991 0:00,5.71
5/1/1991 0:00,5.92
5/2/1991 0:00,6.01
5/3/1991 0:00,5.97
5/6/1991 0:00,6.05
5/7/1991 0:00,5.99
5/8/1991 0:00,5.97
5/9/1991 0:00,6
5/10/1991 0:00,6.04
5/13/1991 0:00,5.86
5/14/1991 0:00,5.74
5/15/1991 0:00,5.63
5/16/1991 0:00,5.67
5/17/1991 0:00,5.57
5/20/1991 0:00,5.63
5/21/1991 0:00,5.72
5/22/1991 0:00,5.74
5/23/1991 0:00,5.66
5/24/1991 0:00,5.73
5/28/1991 0:00,5.99
5/29/1991 0:00,6.09
5/30/1991 0:00,6.04
5/31/1991 0:00,6.02
6/3/1991 0:00,6.06
6/4/1991 0:00,6.09
6/5/1991 0:00,6.05
6/6/1991 0:00,5.91
6/7/1991 0:00,5.82
6/10/1991 0:00,5.76
6/11/1991 0:00,5.68
6/12/1991 0:00,5.66
6/13/1991 0:00,5.66
6/14/1991 0:00,5.71
6/17/1991 0:00,5.83
6/18/1991 0:00,5.88
6/19/1991 0:00,5.88
6/20/1991 0:00,5.88
6/21/1991 0:00,5.85
6/24/1991 0:00,5.7
6/25/1991 0:00,5.64
6/26/1991 0:00,5.63
6/27/1991 0:00,5.74
6/28/1991 0:00,5.71
7/1/1991 0:00,5.65
7/2/1991 0:00,5.81
7/3/1991 0:00,5.74
7/5/1991 0:00,5.7
7/8/1991 0:00,5.78
7/9/1991 0:00,5.74
7/10/1991 0:00,5.75
7/11/1991 0:00,5.87
7/12/1991 0:00,5.96
7/15/1991 0:00,6.05
7/16/1991 0:00,6.04
7/17/1991 0:00,5.92
7/18/1991 0:00,6.05
7/19/1991 0:00,6.11
7/22/1991 0:00,6.05
7/23/1991 0:00,6.12
7/24/1991 0:00,5.98
7/25/1991 0:00,6
7/26/1991 0:00,6.01
7/29/1991 0:00,5.95
7/30/1991 0:00,5.99
7/31/1991 0:00,6.01
8/1/1991 0:00,5.95
8/2/1991 0:00,5.91
8/5/1991 0:00,5.77
8/6/1991 0:00,5.81
8/7/1991 0:00,5.91
8/8/1991 0:00,5.75
8/9/1991 0:00,5.82
8/12/1991 0:00,5.82
8/13/1991 0:00,5.84
8/14/1991 0:00,5.74
8/15/1991 0:00,5.73
8/16/1991 0:00,5.74
8/19/1991 0:00,5.63
8/20/1991 0:00,5.5
8/21/1991 0:00,5.57
8/22/1991 0:00,5.65
8/23/1991 0:00,5.91
8/26/1991 0:00,5.96
8/27/1991 0:00,5.9
8/28/1991 0:00,5.93
8/29/1991 0:00,5.88
8/30/1991 0:00,5.89
9/3/1991 0:00,5.83
9/4/1991 0:00,5.78
9/5/1991 0:00,5.78
9/6/1991 0:00,5.74
9/9/1991 0:00,5.68
9/10/1991 0:00,5.64
9/11/1991 0:00,5.69
9/12/1991 0:00,5.65
9/13/1991 0:00,5.63
9/16/1991 0:00,5.73
9/17/1991 0:00,5.7
9/18/1991 0:00,5.7
9/19/1991 0:00,5.67
9/20/1991 0:00,5.62
9/23/1991 0:00,5.52
9/24/1991 0:00,5.43
9/25/1991 0:00,5.4
9/26/1991 0:00,5.47
9/27/1991 0:00,5.43
9/30/1991 0:00,5.44
10/1/1991 0:00,5.36
10/2/1991 0:00,5.17
10/3/1991 0:00,5.05
10/4/1991 0:00,4.98
10/7/1991 0:00,4.96
10/8/1991 0:00,5.09
10/9/1991 0:00,5.17
10/10/1991 0:00,5.22
10/11/1991 0:00,5.2
10/14/1991 0:00,5.16
10/15/1991 0:00,5.18
10/16/1991 0:00,5.44
10/17/1991 0:00,5.47
10/18/1991 0:00,5.45
10/21/1991 0:00,5.44
10/22/1991 0:00,5.44
10/23/1991 0:00,5.36
10/24/1991 0:00,5.31
10/25/1991 0:00,5.27
10/28/1991 0:00,5.29
10/29/1991 0:00,5.33
10/30/1991 0:00,5.44
10/31/1991 0:00,5.43
11/1/1991 0:00,5.4
11/4/1991 0:00,5.36
11/5/1991 0:00,5.41
11/6/1991 0:00,5.36
11/7/1991 0:00,5.43
11/8/1991 0:00,5.39
11/11/1991 0:00,5.36
11/12/1991 0:00,5.29
11/13/1991 0:00,5.3
11/14/1991 0:00,5.3
11/15/1991 0:00,5.11
11/18/1991 0:00,5.14
11/19/1991 0:00,4.88
11/20/1991 0:00,4.99
11/21/1991 0:00,5.07
11/22/1991 0:00,4.98
11/25/1991 0:00,4.94
11/26/1991 0:00,4.95
11/27/1991 0:00,4.86
11/29/1991 0:00,5.01
12/2/1991 0:00,4.96
12/3/1991 0:00,5.09
12/4/1991 0:00,5.01
12/5/1991 0:00,4.96
12/6/1991 0:00,5.04
12/9/1991 0:00,4.92
12/10/1991 0:00,4.75
12/11/1991 0:00,4.86
12/12/1991 0:00,4.92
12/13/1991 0:00,4.92
12/16/1991 0:00,4.95
12/17/1991 0:00,4.8
12/18/1991 0:00,4.84
12/19/1991 0:00,4.97
12/20/1991 0:00,5.09
12/23/1991 0:00,5.31
12/24/1991 0:00,5.5
12/26/1991 0:00,5.48
12/27/1991 0:00,5.6
12/30/1991 0:00,5.5
12/31/1991 0:00,5.51
1/2/1992 0:00,5.48
1/3/1992 0:00,5.54
1/6/1992 0:00,5.49
1/7/1992 0:00,5.49
1/8/1992 0:00,5.5
1/9/1992 0:00,5.4
1/10/1992 0:00,5.38
1/13/1992 0:00,5.29
1/14/1992 0:00,5.35
1/15/1992 0:00,5.75
1/16/1992 0:00,5.82
1/17/1992 0:00,5.91
1/20/1992 0:00,5.92
1/21/1992 0:00,5.67
1/22/1992 0:00,5.76
1/23/1992 0:00,5.67
1/24/1992 0:00,5.69
1/27/1992 0:00,5.74
1/28/1992 0:00,5.77
1/29/1992 0:00,5.72
1/30/1992 0:00,5.69
1/31/1992 0:00,5.53
2/3/1992 0:00,5.56
2/4/1992 0:00,5.58
2/5/1992 0:00,5.52
2/6/1992 0:00,5.48
2/7/1992 0:00,5.52
2/10/1992 0:00,5.62
2/11/1992 0:00,5.68
2/12/1992 0:00,5.75
2/13/1992 0:00,5.66
2/14/1992 0:00,5.84
2/18/1992 0:00,6.08
2/19/1992 0:00,6.18
2/20/1992 0:00,6.12
2/21/1992 0:00,6.02
2/24/1992 0:00,6.05
2/25/1992 0:00,5.89
2/26/1992 0:00,5.96
2/27/1992 0:00,5.98
2/28/1992 0:00,5.98
3/2/1992 0:00,6.1
3/3/1992 0:00,6.36
3/4/1992 0:00,6.24
3/5/1992 0:00,6.08
3/6/1992 0:00,5.99
3/9/1992 0:00,5.85
3/10/1992 0:00,5.83
3/11/1992 0:00,5.78
3/12/1992 0:00,5.75
3/13/1992 0:00,5.96
3/16/1992 0:00,6.15
3/17/1992 0:00,6.17
3/18/1992 0:00,6.06
3/19/1992 0:00,6.07
3/20/1992 0:00,6.07
3/23/1992 0:00,6.08
3/24/1992 0:00,6.13
3/25/1992 0:00,6.25
3/26/1992 0:00,6.29
3/27/1992 0:00,6.11
3/30/1992 0:00,6.09
3/31/1992 0:00,6.08
4/1/1992 0:00,6.07
4/2/1992 0:00,6.08
4/3/1992 0:00,5.87
4/6/1992 0:00,5.97
4/7/1992 0:00,5.9
4/8/1992 0:00,5.78
4/9/1992 0:00,5.83
4/10/1992 0:00,5.87
4/13/1992 0:00,6.36
4/14/1992 0:00,6.19
4/15/1992 0:00,6.44
4/16/1992 0:00,6.61
4/20/1992 0:00,6.71
4/21/1992 0:00,6.57
4/22/1992 0:00,6.47
4/23/1992 0:00,6.51
4/24/1992 0:00,6.61
4/27/1992 0:00,6.38
4/28/1992 0:00,6.49
4/29/1992 0:00,6.47
4/30/1992 0:00,6.71
5/1/1992 0:00,6.6
5/4/1992 0:00,6.57
5/5/1992 0:00,6.55
5/6/1992 0:00,6.47
5/7/1992 0:00,6.56
5/8/1992 0:00,6.57
5/11/1992 0:00,6.77
5/12/1992 0:00,6.71
5/13/1992 0:00,6.75
5/14/1992 0:00,6.68
5/15/1992 0:00,6.56
5/18/1992 0:00,6.7
5/19/1992 0:00,6.72
5/20/1992 0:00,6.67
5/21/1992 0:00,6.65
5/22/1992 0:00,6.67
5/26/1992 0:00,6.7
5/27/1992 0:00,6.67
5/28/1992 0:00,6.74
5/29/1992 0:00,6.73
6/1/1992 0:00,6.83
6/2/1992 0:00,6.84
6/3/1992 0:00,6.93
6/4/1992 0:00,6.9
6/5/1992 0:00,6.85
6/8/1992 0:00,6.85
6/9/1992 0:00,6.74
6/10/1992 0:00,6.64
6/11/1992 0:00,6.57
6/12/1992 0:00,6.63
6/15/1992 0:00,6.62
6/16/1992 0:00,6.62
6/17/1992 0:00,6.68
6/18/1992 0:00,6.43
6/19/1992 0:00,6.37
6/22/1992 0:00,6.39
6/23/1992 0:00,6.35
6/24/1992 0:00,6.38
6/25/1992 0:00,6.42
6/26/1992 0:00,6.39
6/29/1992 0:00,6.49
6/30/1992 0:00,6.58
7/1/1992 0:00,6.73
7/2/1992 0:00,6.51
7/6/1992 0:00,6.37
7/7/1992 0:00,6.21
7/8/1992 0:00,6.29
7/9/1992 0:00,6.41
7/10/1992 0:00,6.33
7/13/1992 0:00,6.37
7/14/1992 0:00,6.43
7/15/1992 0:00,6.24
7/16/1992 0:00,6.26
7/17/1992 0:00,6.31
7/20/1992 0:00,6.21
7/21/1992 0:00,6.18
7/22/1992 0:00,6.16
7/23/1992 0:00,6.17
7/24/1992 0:00,6.26
7/27/1992 0:00,6.28
7/28/1992 0:00,6.38
7/29/1992 0:00,6.54
7/30/1992 0:00,6.43
7/31/1992 0:00,6.39
8/3/1992 0:00,6.35
8/4/1992 0:00,6.27
8/5/1992 0:00,6.21
8/6/1992 0:00,6.13
8/7/1992 0:00,6.13
8/10/1992 0:00,6.05
8/11/1992 0:00,5.97
8/12/1992 0:00,5.96
8/13/1992 0:00,5.92
8/14/1992 0:00,5.96
8/17/1992 0:00,5.93
8/18/1992 0:00,5.91
8/19/1992 0:00,5.91
8/20/1992 0:00,5.92
8/21/1992 0:00,5.64
8/24/1992 0:00,5.55
8/25/1992 0:00,5.58
8/26/1992 0:00,5.62
8/27/1992 0:00,5.62
8/28/1992 0:00,5.78
8/31/1992 0:00,5.63
9/1/1992 0:00,5.68
9/2/1992 0:00,5.92
9/3/1992 0:00,5.88
9/4/1992 0:00,5.8
9/8/1992 0:00,5.71
9/9/1992 0:00,5.82
9/10/1992 0:00,6.04
9/11/1992 0:00,5.95
9/14/1992 0:00,6.12
9/15/1992 0:00,5.95
9/16/1992 0:00,6
9/17/1992 0:00,5.95
9/18/1992 0:00,5.97
9/21/1992 0:00,5.97
9/22/1992 0:00,5.9
9/23/1992 0:00,5.85
9/24/1992 0:00,5.91
9/25/1992 0:00,5.79
9/28/1992 0:00,5.82
9/29/1992 0:00,5.72
9/30/1992 0:00,5.78
10/1/1992 0:00,5.71
10/2/1992 0:00,5.62
10/5/1992 0:00,5.59
10/6/1992 0:00,5.63
10/7/1992 0:00,5.6
10/8/1992 0:00,5.6
10/9/1992 0:00,5.59
10/12/1992 0:00,5.66
10/13/1992 0:00,5.75
10/14/1992 0:00,5.69
10/15/1992 0:00,5.6
10/16/1992 0:00,5.75
10/19/1992 0:00,5.84
10/20/1992 0:00,5.85
10/21/1992 0:00,5.92
10/22/1992 0:00,5.98
10/23/1992 0:00,5.97
10/26/1992 0:00,6.03
10/27/1992 0:00,5.93
10/28/1992 0:00,6.09
10/29/1992 0:00,6.1
10/30/1992 0:00,6.08
11/2/1992 0:00,6.09
11/3/1992 0:00,6.1
11/4/1992 0:00,6.08
11/5/1992 0:00,6.04
11/6/1992 0:00,6.04
11/9/1992 0:00,5.99
11/10/1992 0:00,5.93
11/11/1992 0:00,5.92
11/12/1992 0:00,5.95
11/13/1992 0:00,5.83
11/16/1992 0:00,5.67
11/17/1992 0:00,5.62
11/18/1992 0:00,5.72
11/19/1992 0:00,5.74
11/20/1992 0:00,5.83
11/23/1992 0:00,5.83
11/24/1992 0:00,5.92
11/25/1992 0:00,5.97
11/27/1992 0:00,6.02
11/30/1992 0:00,6.15
12/1/1992 0:00,6.23
12/2/1992 0:00,6.18
12/3/1992 0:00,6.14
12/4/1992 0:00,6.15
12/7/1992 0:00,6.15
12/8/1992 0:00,6.2
12/9/1992 0:00,6.39
12/10/1992 0:00,6.32
12/11/1992 0:00,6.3
12/14/1992 0:00,6.23
12/15/1992 0:00,6.24
12/16/1992 0:00,6.23
12/17/1992 0:00,6.25
12/18/1992 0:00,6.32
12/21/1992 0:00,6.3
12/22/1992 0:00,6.27
12/23/1992 0:00,6.25
12/24/1992 0:00,6.23
12/28/1992 0:00,6.18
12/29/1992 0:00,6.19
12/30/1992 0:00,6.29
12/31/1992 0:00,6.28
1/4/1993 0:00,6.4
1/5/1993 0:00,6.41
1/6/1993 0:00,6.37
1/7/1993 0:00,6.36
1/8/1993 0:00,6.18
1/11/1993 0:00,6.21
1/12/1993 0:00,6.12
1/13/1993 0:00,6.02
1/14/1993 0:00,6.02
1/15/1993 0:00,6.1
1/18/1993 0:00,6.1
1/19/1993 0:00,6.04
1/20/1993 0:00,6.03
1/21/1993 0:00,6.06
1/22/1993 0:00,6.16
1/25/1993 0:00,6.24
1/26/1993 0:00,6.24
1/27/1993 0:00,6.35
1/28/1993 0:00,6.51
1/29/1993 0:00,6.52
2/1/1993 0:00,6.45
2/2/1993 0:00,6.5
2/3/1993 0:00,6.52
2/4/1993 0:00,6.7
2/5/1993 0:00,6.84
2/8/1993 0:00,6.74
2/9/1993 0:00,6.63
2/10/1993 0:00,6.61
2/11/1993 0:00,6.62
2/12/1993 0:00,6.52
2/16/1993 0:00,6.33
2/17/1993 0:00,6.41
2/18/1993 0:00,6.38
2/19/1993 0:00,6.27
2/22/1993 0:00,6.26
2/23/1993 0:00,6.28
2/24/1993 0:00,6.33
2/25/1993 0:00,6.23
2/26/1993 0:00,6.18
3/1/1993 0:00,6.1
3/2/1993 0:00,6.18
3/3/1993 0:00,6.16
3/4/1993 0:00,6.04
3/5/1993 0:00,6.16
3/8/1993 0:00,6.35
3/9/1993 0:00,6.47
3/10/1993 0:00,6.34
3/11/1993 0:00,6.25
3/12/1993 0:00,6.13
3/15/1993 0:00,6.24
3/16/1993 0:00,6.23
3/17/1993 0:00,6.23
3/18/1993 0:00,6.25
3/19/1993 0:00,6.18
3/22/1993 0:00,6.18
3/23/1993 0:00,6.08
3/24/1993 0:00,6.07
3/25/1993 0:00,6.05
3/26/1993 0:00,5.99
3/29/1993 0:00,5.98
3/30/1993 0:00,5.8
3/31/1993 0:00,5.69
4/1/1993 0:00,5.72
4/2/1993 0:00,5.69
4/5/1993 0:00,5.63
4/6/1993 0:00,5.54
4/7/1993 0:00,5.5
4/8/1993 0:00,5.32
4/12/1993 0:00,5.46
4/13/1993 0:00,5.5
4/14/1993 0:00,5.52
4/15/1993 0:00,5.57
4/16/1993 0:00,5.62
4/19/1993 0:00,5.61
4/20/1993 0:00,5.69
4/21/1993 0:00,5.81
4/22/1993 0:00,5.73
4/23/1993 0:00,5.63
4/26/1993 0:00,5.76
4/27/1993 0:00,5.8
4/28/1993 0:00,5.75
4/29/1993 0:00,5.82
4/30/1993 0:00,5.83
5/3/1993 0:00,5.79
5/4/1993 0:00,5.73
5/5/1993 0:00,5.7
5/6/1993 0:00,5.7
5/7/1993 0:00,5.64
5/10/1993 0:00,5.61
5/11/1993 0:00,5.71
5/12/1993 0:00,5.85
5/13/1993 0:00,5.85
5/14/1993 0:00,5.83
5/17/1993 0:00,5.91
5/18/1993 0:00,5.99
5/19/1993 0:00,6.1
5/20/1993 0:00,6.03
5/21/1993 0:00,6
5/24/1993 0:00,6.02
5/25/1993 0:00,6.14
5/26/1993 0:00,6.1
5/27/1993 0:00,6.12
5/28/1993 0:00,5.99
6/1/1993 0:00,6.08
6/2/1993 0:00,6.15
6/3/1993 0:00,6.15
6/4/1993 0:00,6.19
6/7/1993 0:00,6.15
6/8/1993 0:00,6.09
6/9/1993 0:00,6.01
6/10/1993 0:00,5.98
6/11/1993 0:00,5.89
6/14/1993 0:00,5.91
6/15/1993 0:00,5.81
6/16/1993 0:00,5.83
6/17/1993 0:00,5.92
6/18/1993 0:00,5.99
6/21/1993 0:00,6
6/22/1993 0:00,6.02
6/23/1993 0:00,6
6/24/1993 0:00,6.08
6/25/1993 0:00,6.06
6/28/1993 0:00,6.05
6/29/1993 0:00,6.12
6/30/1993 0:00,6.21
7/1/1993 0:00,6.4
7/2/1993 0:00,6.34
7/6/1993 0:00,6.23
7/7/1993 0:00,6.24
7/8/1993 0:00,6.23
7/9/1993 0:00,6.34
7/12/1993 0:00,6.25
7/13/1993 0:00,6.26
7/14/1993 0:00,6.33
7/15/1993 0:00,6.35
7/16/1993 0:00,6.22
7/19/1993 0:00,6.24
7/20/1993 0:00,6.25
7/21/1993 0:00,6.21
7/22/1993 0:00,6.16
7/23/1993 0:00,6.25
7/26/1993 0:00,6.3
7/27/1993 0:00,6.43
7/28/1993 0:00,6.53
7/29/1993 0:00,6.36
7/30/1993 0:00,6.32
8/2/1993 0:00,6.4
8/3/1993 0:00,6.56
8/4/1993 0:00,6.53
8/5/1993 0:00,6.47
8/6/1993 0:00,6.39
8/9/1993 0:00,6.34
8/10/1993 0:00,6.48
8/11/1993 0:00,6.47
8/12/1993 0:00,6.43
8/13/1993 0:00,6.39
8/16/1993 0:00,6.59
8/17/1993 0:00,6.62
8/18/1993 0:00,6.64
8/19/1993 0:00,6.63
8/20/1993 0:00,6.63
8/23/1993 0:00,6.66
8/24/1993 0:00,6.76
8/25/1993 0:00,6.82
8/26/1993 0:00,6.86
8/27/1993 0:00,6.76
8/30/1993 0:00,6.77
8/31/1993 0:00,6.7
9/1/1993 0:00,6.7
9/2/1993 0:00,6.51
9/3/1993 0:00,6.63
9/7/1993 0:00,6.51
9/8/1993 0:00,6.39
9/9/1993 0:00,6.43
9/10/1993 0:00,6.39
9/13/1993 0:00,6.37
9/14/1993 0:00,6.36
9/15/1993 0:00,6.38
9/16/1993 0:00,6.48
9/17/1993 0:00,6.38
9/20/1993 0:00,6.13
9/21/1993 0:00,5.96
9/22/1993 0:00,6.08
9/23/1993 0:00,6.01
9/24/1993 0:00,6.07
9/27/1993 0:00,6.14
9/28/1993 0:00,6.05
9/29/1993 0:00,5.96
9/30/1993 0:00,5.99
10/1/1993 0:00,6.13
10/4/1993 0:00,6.14
10/5/1993 0:00,6.03
10/6/1993 0:00,6.07
10/7/1993 0:00,6.11
10/8/1993 0:00,6.04
